text,label,is_augmented
what are the genetic changes related to myoclonic epilepsy with ragged-red fibers?,genetics,
how many people are affected by hereditary cerebral amyloid angiopathy?,general,
what are the symptoms of opitz g/bbb syndrome?,symptom,
what is (are) motion sickness?,definition,
how many people are affected by emanuel syndrome?,general,
what are the treatments for tourette syndrome?,treatment,
what is (are) coloboma?,definition,
is nail-patella syndrome inherited?,genetics,
is aicardi syndrome inherited?,genetics,
what is (are) citrullinemia type i?,definition,
what are the genetic changes related to muckle-wells syndrome?,genetics,
is dextrocardia with situs inversus inherited?,genetics,
"what are the genetic changes related to hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome?",genetics,
what are the genetic changes related to actin-accumulation myopathy?,genetics,
what is (are) granulomatous amebic encephalitis?,definition,
what causes sideroblastic anemia?,cause,
what is (are) menetrier disease?,definition,
what are the symptoms of creutzfeldt-jakob disease?,symptom,
what are the genetic changes related to epidermal nevus?,genetics,
is autosomal recessive polycystic kidney disease inherited?,genetics,
what are the symptoms of dopamine beta hydroxylase deficiency?,symptom,
how to prevent marburg hemorrhagic fever (marburg hf)?,general,
"what are the symptoms of angioma serpiginosum, autosomal dominant?",symptom,
what research (or clinical trials) is being done for tarlov cysts?,general,
what are the symptoms of preaxial polydactyly type 4?,symptom,
is intranuclear rod myopathy inherited?,genetics,
what are the symptoms of renal artery stenosis?,symptom,
what are the genetic changes related to celiac disease?,genetics,
what is (are) klatskin tumor?,definition,
is lacrimo-auriculo-dento-digital syndrome inherited?,genetics,
what are the genetic changes related to weissenbacher-zweymller syndrome?,genetics,
is hemophilia inherited?,genetics,
what is (are) west nile virus?,definition,
is lama2-related muscular dystrophy inherited?,genetics,
what are the genetic changes related to x-linked infantile spasm syndrome?,genetics,
is chromosome 3p- syndrome inherited?,genetics,
what are the symptoms of thompson baraitser syndrome?,symptom,
is gm1 gangliosidosis inherited?,genetics,
what is the outlook for colon cancer?,definition,
what is (are) trisomy 17 mosaicism?,definition,
what is (are) microvillus inclusion disease?,definition,
who is at risk for parasites - trichinellosis (also known as trichinosis)?,risk,
who is at risk for leukemia?,risk,
what is (are) autosomal recessive primary microcephaly?,definition,
what is (are) spondyloenchondrodysplasia with immune dysregulation?,definition,
what is (are) schizophrenia?,definition,
what are the genetic changes related to tarsal-carpal coalition syndrome?,genetics,
what is (are) congenital leptin deficiency?,definition,
what are the treatments for vitamin d-dependent rickets?,treatment,
what are the treatments for hyperferritinemia-cataract syndrome?,treatment,
is coats plus syndrome inherited?,genetics,
is spondyloenchondrodysplasia with immune dysregulation inherited?,genetics,
what are the genetic changes related to nail-patella syndrome?,genetics,
what are the stages of intraocular (uveal) melanoma?,definition,
what are the symptoms of 3-hydroxyisobutyric aciduria?,symptom,
what is (are) neuronal ceroid lipofuscinosis 10?,definition,
"what is (are) blepharophimosis, ptosis, and epicanthus inversus syndrome type 2?",definition,
how many people are affected by multiple epiphyseal dysplasia?,general,
what are the treatments for nager syndrome?,treatment,
do you have information about genes and gene therapy,treatment,
is syngap1-related intellectual disability inherited?,genetics,
what is (are) chromosome 3p- syndrome?,definition,
what are the genetic changes related to neurofibromatosis type 1?,genetics,
what are the treatments for colpocephaly?,treatment,
what is (are) von willebrand disease?,definition,
is deoxyguanosine kinase deficiency inherited?,genetics,
how to prevent lujo hemorrhagic fever (luhf)?,general,
what is the outlook for binswanger's disease?,definition,
what is (are) mal de meleda?,definition,
what are the symptoms of leber congenital amaurosis 5?,symptom,
what are the treatments for isaacs' syndrome?,treatment,
what are the treatments for mucopolysaccharidosis type vi?,treatment,
what is (are) hereditary mucoepithelial dysplasia?,definition,
what are the symptoms of multiple sclerosis?,symptom,
what are the symptoms of breast cancer?,symptom,
what is (are) myxopapillary ependymoma?,definition,
what are the treatments for renal coloboma syndrome?,treatment,
how to diagnose klebsiella infection?,diagnosis,
what is (are) female infertility?,definition,
what is (are) diastrophic dysplasia?,definition,
what is (are) achondrogenesis type 1a?,definition,
what is (are) tietze syndrome?,definition,
what is (are) alcoholism and alcohol abuse?,definition,
what is (are) cleft lip and palate?,definition,
how many people are affected by x-linked agammaglobulinemia?,general,
what are the symptoms of microcephaly deafness syndrome?,symptom,
is late-infantile neuronal ceroid lipofuscinosis inherited?,genetics,
what are the treatments for nasopharyngeal cancer?,treatment,
is fraser syndrome inherited?,genetics,
what are the treatments for polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy?,treatment,
is feingold syndrome inherited?,genetics,
what are the treatments for chorea?,treatment,
what is (are) dizziness and vertigo?,definition,
what are the treatments for maternally inherited diabetes and deafness?,treatment,
what are the treatments for progeria?,treatment,
do you have information about exercise for children,general,
what is (are) familial pityriasis rubra pilaris?,definition,
what are the treatments for gardner syndrome?,treatment,
how to diagnose heart valve disease?,diagnosis,
what causes prinzmetal's variant angina?,cause,
how many people are affected by mitochondrial membrane protein-associated neurodegeneration?,general,
what is (are) parasites - scabies?,definition,
what are the genetic changes related to aromatase excess syndrome?,genetics,
what are the symptoms of lenz microphthalmia syndrome?,symptom,
what is (are) liddle syndrome?,definition,
how many people are affected by pearson marrow-pancreas syndrome?,general,
what is (are) arginase deficiency?,definition,
is oculopharyngeal muscular dystrophy inherited?,genetics,
what is (are) mecp2-related severe neonatal encephalopathy?,definition,
what causes primary gastrointestinal melanoma?,cause,
what are the complications of primary biliary cirrhosis?,definition,
what is the outlook for wilms tumor and other childhood kidney tumors?,definition,
what are the treatments for maffucci syndrome?,treatment,
what are the genetic changes related to ellis-van creveld syndrome?,genetics,
what is (are) epilepsy?,definition,
how many people are affected by fish-eye disease?,general,
what are the genetic changes related to polycythemia vera?,genetics,
what is cdc doing to address visa and vrsa?,definition,
what is (are) aicardi-goutieres syndrome type 3?,definition,
how many people are affected by behet disease?,general,
what is (are) snyder-robinson syndrome?,definition,
what are the treatments for parasites - hookworm?,treatment,
what are the treatments for autosomal recessive spastic ataxia of charlevoix-saguenay?,treatment,
what are the symptoms of muscle eye brain disease?,symptom,
what is (are) self-harm?,definition,
what is (are) urine blockage in newborns?,definition,
what are the treatments for ehlers-danlos syndrome?,treatment,
what are the symptoms of spinal muscular atrophy type 1 with congenital bone fractures?,symptom,
is ibids syndrome inherited?,genetics,
what are the genetic changes related to histiocytosis-lymphadenopathy plus syndrome?,genetics,
what are the treatments for waterhousefriderichsen syndrome?,treatment,
what is (are) craniofacial abnormalities?,definition,
what is (are) nausea and vomiting?,definition,
what is (are) aarskog-scott syndrome?,definition,
what are the symptoms of cerulean cataract?,symptom,
what research (or clinical trials) is being done for schizencephaly?,general,
what are the symptoms of best vitelliform macular dystrophy?,symptom,
what is (are) familial hemophagocytic lymphohistiocytosis?,definition,
what are the treatments for congenital bilateral absence of the vas deferens?,treatment,
"how to diagnose ehlers-danlos syndrome, vascular type?",diagnosis,
what are the symptoms of bronchopulmonary dysplasia?,symptom,
is pompe disease inherited?,genetics,
what are the symptoms of pseudohypoparathyroidism type 1a?,symptom,
how many people are affected by phenylketonuria?,general,
what is (are) primary carnitine deficiency?,definition,
what is the outlook for adult primary liver cancer?,definition,
what to do for what i need to know about preparing for pregnancy if i have diabetes?,general,
what are the genetic changes related to tay-sachs disease?,genetics,
what is (are) mumps?,definition,
is bart-pumphrey syndrome inherited?,genetics,
what are the symptoms of dyssynergia cerebellaris myoclonica?,symptom,
is hereditary hemochromatosis inherited?,genetics,
how many people are affected by keratitis-ichthyosis-deafness syndrome?,general,
